category,district,culutename,cultureaddress,organizationname,targetaudience,fee,description,thumbnailimage,startdate,enddate,isfree,portalurl
교육/체험,성북구,[겸재정선미술관] 겨울방학 어린이 겸재 진경교실,겸재정선미술관 3층 다목적실,강서문화원,초등 1~4학년/회당 30명 내외,"12,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7ffbfa07ea694f048bff54b9cb982a05&thumb=Y,2025. 1. 16,2025. 1. 18,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152105&menuNo=200011
클래식,성북구,"[서울시립교향악단] 2025 서울시향 얍 판 츠베덴의 말러 ‘부활’ ①, ②",롯데콘서트홀,서울시립교향악단,초등학생 이상 관람가,"R석 150,000 / S석 120,000 / A석 80,000 / B석 40,000 / C석 10,000",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ddb67875dcd94acd895ba7c23bfa52eb&thumb=Y,2025. 1. 16,2025. 1. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151688&menuNo=200008
클래식,성북구,[노원문화재단] 2025 신년음악회 [조수미 & 빈 요한 슈트라우스 오케스트라],노원문화예술회관 대공연장,노원문화재단,8세 이상(초등학생 이상),"R석 80,000원 A석 60,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=114736837b20435f9da18ab8bce45b02&thumb=Y,2025. 1. 16,2025. 1. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151479&menuNo=200008
독주/독창회,성북구,[세종문화회관] 바리톤 오대희 귀국 독창회,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8e27452fec67475d8270d22e06ba32aa&thumb=Y,2025. 1. 16,2025. 1. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151881&menuNo=200008
국악,성북구,"제7회 불휘기픈소리: 노늴의 풍류, 민속악과 노닐다",선릉아트홀,기타,전체 관람가,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=220bc326bbdb488598d5fbc938079e74&thumb=Y,2025. 1. 16,2025. 1. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152086&menuNo=200008
클래식,성북구,[마포문화재단] 웰컴 투 바로크 #1. 슬픔의 샤콘느,마포아트센터 플레이맥,마포문화재단,8세이상 관람가능(미취학아동입장불가),"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b85cdacfd024451a9e139fe9233054ce&thumb=Y,2025. 1. 16,2025. 1. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151408&menuNo=200008
교육/체험,성북구,[서울시립과학관] 루미너스 랩(Luminous Lab) : 겨울방학 특집 실험실 체험,서울시립과학관 1층 별관 메이커스튜디오,서울시립과학관,초등학생 이상 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7dbba0c529804e009fb872e4bed937aa&thumb=Y,2025. 1. 15,2025. 2. 28,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151893&menuNo=200011
전시/미술,성북구,[문화도시센터] 시각문화 프로젝트 [집이 영등포니까] 전시 및 특강 신청, 영등포아트스퀘어,영등포문화재단,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48c67849a3ae44768628aa95abd80f15&thumb=Y,2025. 1. 15,2025. 2. 2,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152181&menuNo=200009
전시/미술,성북구,[Kream! solo exhibition] 조우 encounter,갤러리 히든플레이스,기타,누구나,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca9be500b593478a8f9dd4b894e8d5ff&thumb=Y,2025. 1. 15,2025. 1. 24,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152037&menuNo=200009
교육/체험,성북구,[서울시립과학관] 2025 겨울방학 교육 프로그램 [사이언스 아뜰리에],서울시립과학관 1층 4교육실,서울시립과학관,예비 초등 5~6학년,"과목당 1인 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bf2ee31fb5e54cc1a76a45e31037b66d&thumb=Y,2025. 1. 15,2025. 1. 17,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151857&menuNo=200011
교육/체험,성북구,[서울시립미술관] 《박광진: 자연의 속삭임》 - 작가와의 대화,서울시립미술관 서소문본관 관내,서울시립미술관,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f673711199a54354b2600169622e37a0&thumb=Y,2025. 1. 15,2025. 1. 15,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151974&menuNo=200011
독주/독창회,성북구,[세종문화회관] 이지예 귀국 클라리넷 독주회,세종체임버홀,세종문화회관,7세 이상,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53d31a04167b4c5babdc63610af3bfb8&thumb=Y,2025. 1. 15,2025. 1. 15,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151622&menuNo=200008
교육/체험,성북구,[서울하수도과학관] 2025년 전시해설 프로그램(전시실+재이용수 처리실) ,서울하수도과학관,서울하수도과학관,초등학생 ~ 성인 ,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=da53d1abb7a34abaaad120f7ac1c1c40&thumb=Y,2025. 1. 14,2025. 12. 19,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151843&menuNo=200011
뮤지컬/오페라,성북구,뮤지컬 [아나키스트],링크아트센터드림 (드림 3관),기타,만 13세 이상,"전석 66,000원", ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f6f67f7b813f44c7908cefa568c6aace&thumb=Y,2025. 1. 14,2025. 4. 6,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152053&menuNo=200008
전시/미술,성북구,[돈의문박물관마을] 돈의문박물관마을X신승우 《나무의 시간》 展,돈의문박물관마을 시민갤러리,돈의문박물관마을,시민 누구나,무료,"개발 위주의 자본주의 사회 아래에서 쉽게 지워지고 가려지는 나무, 흙, 산을 돌아보며 우리와 자연이 '연결됨'을 느끼고 내가 '살아있음'을 느끼는 전시",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2cfbb2130a7d48acb0b88cd9c2c3aa26&thumb=Y,2025. 1. 14,2025. 3. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151945&menuNo=200009
전시/미술,성북구,"[서촌라운지] 박노을, 백인교 [빛나는 시작]",서울한옥 서촌 라운지(종로구 필운대로 27-4),서울시청,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e762581e68a0446d8daf7282ad3d1e81&thumb=Y,2025. 1. 14,2025. 3. 23,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152131&menuNo=200009
교육/체험,성북구,[구립증산정보도서관] 유아 독서 동아리 [책책박사],지하 문화강좌실,은평구청,"6~7세 유아 10명 (19, 20년 출생)",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=11a2fae98f5745a3a6817f4241e2a281&thumb=Y,2025. 1. 14,2025. 3. 18,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151963&menuNo=200011
교육/체험,성북구,[허준박물관] 2025 겨울방학 [건강한 방학나기],허준박물관 체험교육실,강서문화원,유아~ 초등학생 등,"4,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a7def64b0a6146ec804daa8f5d0d5fa0&thumb=Y,2025. 1. 14,2025. 3. 2,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152106&menuNo=200011
교육/체험,성북구," Stories in Bloom : 요조, 미카 드 리언, 실비아킴과 함께 하는 사랑과 문학 이야기",예스24 강서NC점 ,기타,사랑을 주제로 이야기를 나누고 싶은 누구나 ,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=262d7ebddd4444a9bfa162a6727eea5b&thumb=Y,2025. 1. 14,2025. 2. 14,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152063&menuNo=200011
교육/체험,성북구,[서울역사박물관] 2025 겨울방학 교육프로그램 [내 친구 박물관],서울역사박물관 2학습실 및 상설전시실(1존),서울역사박물관,초등학생 단체(개인 및 사설 단체 신청 불가),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c653ded34004bd2bb63e2fe538f3544&thumb=Y,2025. 1. 14,2025. 1. 24,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151593&menuNo=200011
교육/체험,성북구,[서울무형유산교육전시장] 겨울방학 초등생 일일체험,서울무형유산교육전시장 지하1층,서울시청,초등학교 4~6학년생(2025년 연나이 12세~14세),없음,2025년 겨울방학을 맞이하여 초등학생 4~6학년 학생을 대상으로 서울무형유산 전승자들이 직접 가르치는 무형유산 일일체험 프로그램 입니다.,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1f03754b95b49ecbc08d743e39b84b4&thumb=Y,2025. 1. 14,2025. 1. 17,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151761&menuNo=200011
교육/체험,성북구,[서울시립미술관] 김성환 개인전 연계 어린이 교육 프로그램  [우리는 되었다. 우리가 일부가 되어],서울시립미술관 서소문본관 전시장 및 지하 2강의실,서울시립미술관,서로 다른 역사와 문화에서 성장한 어린이 (일반/다문화/새터민),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e7da066eff70441bae90b6cb33f00f9f&thumb=Y,2025. 1. 14,2025. 1. 16,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151937&menuNo=200011
클래식,성북구,[세종문화회관] 장혜진 바이올린 독주회,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2f76f240f267491098e36ce482aba5c5&thumb=Y,2025. 1. 14,2025. 1. 14,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151728&menuNo=200008
클래식,성북구,[세종문화회관] 더 샵 콩쿠르 위너 콘서트,꿈의숲 콘서트홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a5cd465506f04d01853a633d24726dfb&thumb=Y,2025. 1. 14,2025. 1. 14,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151785&menuNo=200008
교육/체험,성북구,[강동문화재단] 문화예술아카데미 성인 미술 [드로잉 아틀리에: 컬러],강동아트센터 스튜디오#3,강동문화재단,성인,"180,000원(베스티클럽 15%, 강동구민 10% 할인)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e37c31981c60453eb9ef0df87eb97829&thumb=Y,2025. 1. 13,2025. 3. 31,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151982&menuNo=200011
교육/체험,성북구,[동대문문화재단] 장안어린이도서관 - 2025년 겨울(1~2월) 독서문화 프로그램 모집,장안어린이도서관 3층 프로그램실 ,동대문문화재단,"유아, 초등학생 (프로그램별 상이)",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9064276fc3b8406f92f7c0fa6e9d0017&thumb=Y,2025. 1. 13,2025. 2. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151914&menuNo=200011
교육/체험,성북구,[구립증산정보도서관]  제33회 겨울독서교실 [상상 가득 도서관], 지하 1층 문화강좌실,은평구청,예비 초등 3~4학년 어린이 16명 ,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=64aaf3d71c9d495892abe22e73c42d43&thumb=Y,2025. 1. 13,2025. 1. 16,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151896&menuNo=200011
독주/독창회,성북구,[세종문화회관] 김기량 피아노 독주회 Winter Romance,세종체임버홀,세종문화회관,7세 이상 (2018년 이전 출생자),"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b8ba71b3971f4e8fbd93fb58d5c41d75&thumb=Y,2025. 1. 13,2025. 1. 13,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151869&menuNo=200008
콘서트,성북구,[마포문화재단] 밥 제임스 쿼텟 아시아 투어,마포아트센터 아트홀맥,마포문화재단,미취학아동 입장불가,"66,000원~120,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f80a6035a8bb4c9496de7973ff939350&thumb=Y,2025. 1. 12,2025. 1. 12,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151738&menuNo=200008
교육/체험,성북구,[마포구립서강도서관] 1월/어린이메이킹 행복맘껏time [두번째 일요일은 해봄공간 오픈데이],마포구립서강도서관 4층 어린이자료실 해봄,마포구청,초등학생 1-6학년,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a57684c08e7f405eb9d5c2f15fdd576b&thumb=Y,2025. 1. 12,2025. 1. 12,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151904&menuNo=200011
전시/미술,성북구,2024 서울시청 미디어아트 공모선정작 개인전 [미디어 풍광 찬란하고 조화로운] ,서울시청 1층 로비 서울림(林),서울시청,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=42678152ff9942ff830ea7b06da880eb&thumb=Y,2025. 1. 11,2025. 3. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152032&menuNo=200009
클래식,성북구,쇼팽의 겨울왕국 : 피아니스트 김기경,서울숲스튜디오301,기타,"성인, 청소년","성인 30,000 원 / 청소년 20,000 원  / 예술인패스소지자 25,000 원","올겨울, 클래식의 정수를 만날 수 있는 특별한 음악 여행으로 초대합니다. 피아니스트 김기경은 쇼팽의 섬세한 감성과 영화음악의 풍성한 상상력을 결합해 한 편의 겨울 동화를 완성합니다.  1부에서는 쇼팽의 낭만적이고 강렬한 선율들이 선사하는 깊은 울림, 2부에서는 영화음악 즉흥연주와 피아노 협주곡의 명장면들을 압축한 다채로운 무대를 통해 관객과 호흡합니다.  피아니스트 김기경은 중앙음악콩쿠르와 KBS신인음악콩쿠르를 석권하며 두각을 나타냈고, 스타인웨이 이프라이즈 베를린과 독일 라이온스클럽 즉흥연주 콩쿠르에서 1위를 차지한 실력파 연주자입니다. 연주뿐 아니라 공연 기획에서도 탁월함을 발휘하며 관객들에게 독보적인 음악적 경험을 제공합니다.  쇼팽의 겨울 왕국에서 펼쳐지는 감동과 환상의 무대를 놓치지 마세요. 다가오는 새해, 특별한 선율과 함께 따뜻한 시작을 함께하세요!",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c1ccc44aa51848d3923e587af20301b3&thumb=Y,2025. 1. 11,2025. 2. 23,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151819&menuNo=200008
클래식,성북구,"영유 클래식: 펑펑, 겨울이야기",온쉼표 (온쉼표),기타,전체 관람가,"전석 35,000원", ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aa512ae6572f4c2493fbac12884f3375&thumb=Y,2025. 1. 11,2025. 2. 22,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152088&menuNo=200008
교육/체험,성북구,[청계천박물관] 2025년 주말가족교육 [타임머신 타고 떠나는 청계천 이야기],"청계천박물관 교육실 ,상설전시실 , 근현대 체험실",청계천박물관,예비 초등학교4~6학년 어린이와 동반가족,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e3fcbdab775d48799f1979340c1b7ee3&thumb=Y,2025. 1. 11,2025. 2. 22,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151972&menuNo=200011
전시/미술,성북구,세계적인 풍경사진 작가 마이클 케나의 건축 사진 전 [건축을 넘어],공근혜갤러리,기타,누구나,"10,000 원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a73f381b7e3f4f4d9396e15c5b4c1930&thumb=Y,2025. 1. 11,2025. 2. 15,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=152076&menuNo=200009
전시/미술,성북구,"[김홍성 서울 개인전] 만져진 흔적의 지도, [Map of tangible traces]","갤러리 무모 1층 1전시실, B1 2전시실",기타,누구나,,1월 11일 오후 6시 오프닝 리셉션,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7855e060cb03488597fe003e8f30d539&thumb=Y,2025. 1. 11,2025. 2. 9,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151887&menuNo=200009
교육/체험,성북구,[마포구립서강도서관] 1월/어린이강좌 [별마트 햄스터와 함께 신나는 겨울방학],마포구립서강도서관 4층 어린이자료실 내 해봄,마포구청,초등 1-2학년(2024년 기준),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e0e6cf72a1a3409ca3e6f7fcced2032f&thumb=Y,2025. 1. 11,2025. 2. 1,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151902&menuNo=200011
전시/미술,성북구,김명찬 개인전 [Synthetic Breath],YK Presents 전시실,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4926ac87eac84a88972c460eeb300a2b&thumb=Y,2025. 1. 11,2025. 1. 31,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151957&menuNo=200009
